HEI_code,students_total,students_bachelor,students_license,students_technology,students_base_cycle,students_certification,students_classroom,students_distance,dist_load,campi,census_year,HEI_name,administrative_structure,academic_status,maintainer_code,headquarters_region,headquarters_state,headquarters_city,institution_type,own_revenue,transferred_revenue,other_revenue,faculty_expenses,staff_expenses,social_contribution_expenses,cost_expenses,investment_expenses,research_expenses,other_expenses,teaching_bac_dist,teaching_bac_pres,teaching_post_dist,teaching_post_pres,service_external,service_management,research,research_w_funding,full_time_ex,full_time_nex,part_time,hourly_contract,doctor,master,specialist,bachelor,none,active,communitary,confessional,filantropic
1221,205,2,0,0,0,0,2,0,0.1,1,2019,FACULDADE GAMMON,private_nonprofit,faculty,229,3,35,3535507,1,2424673.16,240000,920895.33,1014626.51,1122941.2,1060334.39,1104731,0,0,121184.56,0,1,0,0,0.09375,0.1875,0,0,0.03125,0,0.375,0.59375,0.46875,0.1875,0.34375,0,0,TRUE,FALSE,FALSE,FALSE
1224,627,9,9,1,0,0,19,0,0.0105263157894737,1,2019,CENTRO UNIVERSITÁRIO DE JALES,private_nonprofit,university_center,291,3,35,3524808,2,7389308.2,0,6666.14,2633074.25,1314972.09,1470305.95,1025700.04,0,360791.05,538119.6,0,1,0,0,0.25,0.25,0.046875,0,0.015625,0.5625,0.40625,0.015625,0.125,0.5,0.375,0,0,TRUE,FALSE,FALSE,FALSE
1225,1199,12,3,8,0,0,23,0,0.2,2,2019,CENTRO UNIVERSITÁRIO AMPARENSE,private_for_profit,university_center,715,3,35,3501905,2,6281308.45,0,271942.75,1610377.68,826691.57,2224545.66,2372987.83,60087.48,0,302680.65,0,1,0,0,0,0,0,0,0,0.273972602739726,0.178082191780822,0.547945205479452,0.164383561643836,0.410958904109589,0.424657534246575,0,0,TRUE,FALSE,FALSE,FALSE
1226,820,3,0,1,0,0,4,0,0,1,2019,INSTITUTO DE ENSINO SUPERIOR DO ACRE,private_for_profit,faculty,1404,1,12,1200401,1,109314770.91,0,3247034.66,21151939.49,9464387.5,18158194.99,3658605.29,0,0,31036353.44,0,1,0,0.04,0,0,0,0,0,0.6,0.32,0.08,0.42,0.32,0.26,0,0,FALSE,FALSE,FALSE,FALSE
1227,1592,10,1,2,0,0,13,0,0,1,2019,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,private_nonprofit,university_center,824,2,29,2903201,2,37485886.1,0,540891.77,7365566.45,4284663.86,7744425.55,0,918931.24,42960.3,15099339.76,0,1,0,0,0.528925619834711,0.305785123966942,0.223140495867769,0,0.0165289256198347,0.454545454545455,0.0661157024793388,0.462809917355372,0.140495867768595,0.396694214876033,0.462809917355372,0,0,TRUE,FALSE,FALSE,FALSE
1230,1116,12,4,1,0,0,17,0,0,1,2019,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,private_nonprofit,university_center,179,3,35,3515186,1,12422462.4,0,1750238,7276359.38,1775565.53,3336182.28,1268579.76,0,0,5047223.85,0,1,0,0,0.05,0.45,0.0357142857142857,0,0.121428571428571,0.0714285714285714,0.0642857142857143,0.742857142857143,0.214285714285714,0.592857142857143,0.192857142857143,0,0,TRUE,FALSE,FALSE,FALSE
1231,867,6,1,2,0,0,9,0,0.2,1,2019,FACULDADE CNEC SANTO ÂNGELO,private_nonprofit,faculty,407,4,43,4317509,1,349236270.81,494225.04,24635308.31,148751181.65,61371761.13,5298224.23,16906426.05,4196128.03,0,96667425.6,0,1,0.0634920634920635,0.0476190476190476,0.0317460317460317,0.0476190476190476,0.0317460317460317,0,0.0317460317460317,0.0317460317460317,0.80952380952381,0.126984126984127,0.174603174603175,0.73015873015873,0.0634920634920635,0.0317460317460317,0,TRUE,TRUE,FALSE,FALSE
1232,3889,21,13,18,0,0,31,21,0.111612903225806,3,2019,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,private_nonprofit,university_center,17408,4,41,4106902,1,26437228.75,0,1792150.42,6635429.6,3254246.91,3222682.92,3577105.66,4652710.46,4067238.94,2819964.68,0.416107382550336,1,0,0.0402684563758389,0.926174496644295,0.63758389261745,0.114093959731544,0.0671140939597315,0.0402684563758389,0.449664429530201,0.503355704697987,0.00671140939597315,0.288590604026846,0.664429530201342,0.0469798657718121,0,0,TRUE,FALSE,FALSE,FALSE
1233,1807,9,1,5,0,0,15,0,0.152666666666667,2,2019,CENTRO UNIVERSITÁRIO UNIC,private_for_profit,university_center,14514,5,51,5103403,1,1778479903.74,0,163312686.14,402749803.74,3656481.79,127735617.68,615778363.14,270642956.74,6178334.17,596795160.1,0,0.959016393442623,0.0163934426229508,0.229508196721311,0.131147540983607,0.0573770491803279,0.237704918032787,0,0,0.418032786885246,0.360655737704918,0.221311475409836,0.409836065573771,0.311475409836066,0.278688524590164,0,0,TRUE,FALSE,FALSE,FALSE
1237,1890,3,1,4,0,0,8,0,0.1575,1,2019,FACULDADE NOSSA SENHORA APARECIDA,private_nonprofit,faculty,827,5,52,5201405,2,9802472.18,0,0,2995940.33,1268560.43,1584871.05,2228296.43,909485.95,0,323411.35,0,1,0,0,1,0.0833333333333333,1,0,0,0.316666666666667,0.616666666666667,0.0666666666666667,0.266666666666667,0.666666666666667,0.0666666666666667,0,0,TRUE,FALSE,FALSE,FALSE
1239,680,6,1,0,0,0,7,0,0,2,2019,FACULDADE PADRÃO,private_for_profit,faculty,828,5,52,5208707,2,5083772,0,0,829305.18,256000,102040,92000,480000,82000,979000,0,1,0,0,0.566666666666667,0.35,0,0,0,0.2,0.8,0,0.116666666666667,0.733333333333333,0.15,0,0,TRUE,FALSE,FALSE,FALSE
1240,345,3,0,4,0,0,7,0,0.2,1,2019,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,private_nonprofit,faculty,829,3,32,3201308,1,3090525.28,0,154733.62,803567.08,424650.31,732994.21,721931.25,446243.22,130611.09,1976684.61,0,1,0,0,0.961538461538461,0.346153846153846,0.923076923076923,0,0,0.153846153846154,0.846153846153846,0,0.115384615384615,0.615384615384615,0.269230769230769,0,0,TRUE,FALSE,FALSE,FALSE
1243,1370,7,2,0,0,0,9,0,0.157288888888889,3,2019,Faculdade Doctum de Serra,private_nonprofit,faculty,218,3,32,3205002,1,210794763.48,0,2060157.78,38168919.44,25013994.44,15251434.3,43401654,3158862.66,0,89665714.19,0,1,0,0,0.0804597701149425,0.425287356321839,0.0229885057471264,0,0,0.0804597701149425,0.919540229885057,0,0.206896551724138,0.563218390804598,0.229885057471264,0,0,TRUE,FALSE,FALSE,FALSE
1244,7132,24,2,0,0,0,26,0,0.192307692307692,1,2019,FACULDADE BRASILEIRA,private_for_profit,faculty,832,3,32,3205309,2,109935333.47,0,6887215.11,14104259.13,5191160.12,22079995.5,0,1365498.39,0,33452045.82,0,1,0,0,0.119170984455959,0.782383419689119,0.0673575129533679,0,0,0.129533678756477,0.730569948186529,0.139896373056995,0.170984455958549,0.663212435233161,0.16580310880829,0,0,TRUE,FALSE,FALSE,FALSE
1245,728,5,1,0,0,0,6,0,0.2,1,2019,Faculdade de Castelo - Multivix Castelo,private_for_profit,faculty,833,3,32,3201407,2,9835497.03,0,332608.39,1059227.88,358184.48,1628960.01,0,66899.23,0,4134779.23,0,1,0,0,0.666666666666667,0.388888888888889,0.277777777777778,0,0,0.111111111111111,0.638888888888889,0.25,0.166666666666667,0.444444444444444,0.388888888888889,0,0,TRUE,FALSE,FALSE,FALSE
1247,984,3,0,0,0,0,3,0,0.2,1,2019,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,private_nonprofit,faculty,16134,5,50,5006200,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22,0,1,0,0,0,0,1,0.0384615384615385,0,0.115384615384615,0.346153846153846,0.538461538461538,0.0769230769230769,0.384615384615385,0.538461538461538,0,0,TRUE,FALSE,FALSE,FALSE
1248,34,0,1,0,0,0,1,0,0.2,1,2019,FACULDADE DE PEDAGOGIA,private_nonprofit,faculty,834,5,50,5006200,1,498445.8,0,0,167497.35,43393.09,65376.25,17478.25,4167.5,2340,3450,0,1,0,0,0,0,0,0,0.142857142857143,0.0714285714285714,0.785714285714286,0,0,0.428571428571429,0.571428571428571,0,0,TRUE,FALSE,FALSE,FALSE
1249,80,1,1,0,0,0,2,0,0,1,2019,FACULDADE DE EDUCAÇÃO DE COSTA RICA,private_nonprofit,faculty,835,5,50,5003256,2,695253.56,0,0,269491.2,86063.56,93623.94,4335.81,8009,7200,64878.81,0,1,0,0,1,0,0,0,0.227272727272727,0,0.772727272727273,0,0.0909090909090909,0.272727272727273,0.636363636363636,0,0,TRUE,FALSE,FALSE,FALSE
1252,294,3,0,1,0,0,4,0,0,1,2019,FACULDADE PROMOVE DE MINAS GERAIS,private_for_profit,faculty,17160,3,31,3106200,1,52869261.6,896311.46,0,19428241.02,8288194.57,4014441.06,10233749.65,378958.85,568438.28,7579177.01,0,1,0,0.230769230769231,0.384615384615385,0.41025641025641,0.128205128205128,0.0256410256410256,0,0.564102564102564,0.435897435897436,0,0.41025641025641,0.58974358974359,0,0,0,TRUE,FALSE,FALSE,FALSE
1253,1364,7,2,0,0,0,9,0,0.2,1,2019,FACULDADE METODISTA GRANBERY,private_nonprofit,faculty,838,3,31,3136702,1,21946119.85,0,7996240.94,8189178.89,4141867.28,3506086.05,604678.37,13583065.33,0,8350892.83,0,1,0,0,0,0,0,0,0,0.0470588235294118,0.270588235294118,0.682352941176471,0.235294117647059,0.541176470588235,0.223529411764706,0,0,TRUE,TRUE,FALSE,FALSE
1254,42,1,0,0,0,0,1,0,0,1,2019,FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO,private_nonprofit,faculty,220,3,31,3131901,2,218685.23,0,384897.58,171059.86,109559.48,106953.23,0,0,0,314660.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0.571428571428571,0.428571428571429,0,0,TRUE,FALSE,FALSE,FALSE
1255,4018,28,0,17,0,0,45,0,0.153015555555556,1,2019,Centro Universitário FBV Wyden,private_for_profit,university_center,1174,2,26,2611606,1,219765706.33,0,146924998.62,46543941.75,19603398.91,45420656.21,83631823.98,14464423.97,0,19768440.62,0,1,0,0,0,0,0,0,0,0.509803921568627,0.480392156862745,0.00980392156862745,0.299019607843137,0.686274509803922,0.0147058823529412,0,0,TRUE,FALSE,FALSE,FALSE
1256,145,0,0,4,0,0,4,0,0.045,1,2019,FACULDADE DOM BOSCO,private_nonprofit,faculty,840,4,41,4104808,2,887441.95,0,9843.67,433684.16,257275.92,250531.43,202944.54,0,10320.4,0,0,0.978260869565217,0,0,0.217391304347826,0.173913043478261,0.152173913043478,0,0,0.108695652173913,0.869565217391304,0.0217391304347826,0.152173913043478,0.608695652173913,0.239130434782609,0,0,TRUE,FALSE,FALSE,FALSE
1258,1274,15,5,2,0,0,22,0,0.155,1,2019,FACULDADE DE CASCAVEL,private_for_profit,faculty,1176,4,41,4104808,1,107595431.38,0,4785482.66,20735348.06,103032.41,8988621.31,38207485.17,4889509.59,0,28958682.26,0,0.96969696969697,0.0151515151515152,0.310606060606061,0.0909090909090909,0.0681818181818182,0.310606060606061,0,0,0.515151515151515,0.181818181818182,0.303030303030303,0.507575757575758,0.28030303030303,0.212121212121212,0,0,TRUE,FALSE,FALSE,FALSE
1263,3149,5,0,0,0,0,5,0,0.1,2,2019,FACULDADE BEZERRA DE ARAÚJO,private_for_profit,faculty,845,3,33,3304557,2,9801467.56,0,0,5302802.42,926263.25,2028883.49,3708.53,575108.1,108527.34,255603.6,0,1,0,0,0,0,0,0,0,0,0,1,0.133333333333333,0.613333333333333,0.253333333333333,0,0,TRUE,FALSE,FALSE,FALSE
1264,2528,12,1,1,0,0,14,0,0.2,1,2019,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,private_nonprofit,university_center,846,2,24,2408102,2,28678973.48,0,3168421.68,7738461.93,3422529.04,7162959.83,6745490.64,719777.35,6680,892600.42,0,0.766233766233766,0,0,0.168831168831169,0.201298701298701,0.136363636363636,0,0.0779220779220779,0.363636363636364,0.558441558441558,0,0.324675324675325,0.584415584415584,0.0909090909090909,0,0,TRUE,FALSE,FALSE,FALSE
1266,755,4,2,1,0,0,7,0,0.171428571428571,1,2019,FACULDADES INTEGRADAS URUBUPUNGÁ,private_nonprofit,faculty,178,3,35,3537404,2,4664716.65,0,498562.01,1152442.33,594168.42,646685.82,416171.95,476893.77,306294.31,135311.96,0,0.979591836734694,0,0,0.979591836734694,0.448979591836735,0,0,0,0.163265306122449,0.836734693877551,0,0.122448979591837,0.428571428571429,0.448979591836735,0,0,TRUE,FALSE,FALSE,FALSE
1267,1338,15,1,9,0,0,25,0,0.2,2,2019,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,private_for_profit,faculty,847,4,42,4216602,1,12715410.5,0,800812.32,3561922.53,597814.29,1850939.88,7737097.72,0,0,0,0,1,0,0,0,0.195121951219512,0,0,0,0.231707317073171,0.51219512195122,0.25609756097561,0.24390243902439,0.5,0.25609756097561,0,0,TRUE,FALSE,FALSE,FALSE
1270,54635,45,18,31,0,0,24,70,0.183333333333333,2,2019,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,private_for_profit,university_center,848,3,35,3543402,1,395706282,0,5783118,46549601,8926260,9993658,18774467,0,0,60092729,0.664310954063604,0.657243816254417,0,0,0.0176678445229682,0.0247349823321555,0.0353356890459364,0.0353356890459364,0,0.268551236749117,0.332155477031802,0.399293286219081,0.293286219081272,0.505300353356891,0.201413427561837,0,0,TRUE,FALSE,FALSE,FALSE
1273,4826,28,11,24,0,0,45,18,0.2,3,2019,Centro Universitário Campo Limpo Paulista,private_for_profit,university_center,849,3,35,3509601,2,23757379.51,0,0,3123543.76,1877654.65,3456654.32,5431765.98,0,2987543.77,477765.99,0.018957345971564,0.995260663507109,0,0.199052132701422,0.208530805687204,0.151658767772512,0.132701421800948,0.109004739336493,0.004739336492891,0.213270142180095,0.293838862559242,0.488151658767773,0.28436018957346,0.341232227488152,0.374407582938389,0,0,TRUE,FALSE,FALSE,FALSE
1275,613,2,1,0,0,0,3,0,0.1,1,2019,FACULDADE DO GUARUJÁ,private_for_profit,faculty,16134,3,35,3518701,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22,0,1,0,0,0,0.4375,0,0,0,0.1875,0.25,0.5625,0.0625,0.8125,0.125,0,0,TRUE,FALSE,FALSE,FALSE
1276,1008,11,0,2,0,0,13,0,0.2,1,2019,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,private_for_profit,faculty,851,3,35,3554102,1,5993061.48,0,350692.36,2084722.78,211306.48,1343624.3,3704195.19,0,0,0,0,1,0,0,0,0.121212121212121,0,0,0,0.151515151515152,0.363636363636364,0.484848484848485,0.181818181818182,0.484848484848485,0.318181818181818,0.0151515151515152,0,TRUE,FALSE,FALSE,FALSE
1279,185,1,1,0,0,0,2,0,0.2,1,2019,FACULDADE DE ITÁPOLIS - FACITA,private_for_profit,faculty,853,3,35,3522703,1,1473330,0,218.28,402599.24,122438.88,145477.52,146325.24,193589.48,56840.57,441872.15,0,1,0,0,0,0.136363636363636,0,0,0,0.318181818181818,0.0909090909090909,0.590909090909091,0.136363636363636,0.545454545454545,0.318181818181818,0,0,TRUE,FALSE,FALSE,FALSE
1280,122,1,0,0,0,0,1,0,0.2,1,2019,Faculdade Estácio Cotia,private_for_profit,faculty,545,3,35,3513009,1,1229570897.03,0,16485228.64,128428617.52,47668847,45810500.09,150085648.39,0,0,207299413.53,0,1,0,0,0,0,0,0,0,0.888888888888889,0,0.111111111111111,0.444444444444444,0.333333333333333,0.222222222222222,0,0,FALSE,FALSE,FALSE,FALSE
1281,3360,15,2,0,0,0,17,0,0,1,2019,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,private_for_profit,faculty,855,3,35,3522406,1,35518855.63,27000,1893398.16,4268756.16,3131940.24,2579455.09,3902225,587712.43,245068.77,415071.51,0,1,0,0,1,0.647058823529412,1,0,0.205882352941176,0,0.794117647058824,0,0.426470588235294,0.455882352941176,0.117647058823529,0,0,TRUE,FALSE,FALSE,FALSE
1286,67,0,0,1,0,0,1,0,0.2,1,2019,Faculdade de Tecnologia Senai Mario Amato,private_nonprofit,faculty,796,3,35,3548708,2,953474.55,0,4934.34,1306650.88,82200,207977.38,56918.86,0,0,0,0,1,0.230769230769231,0,0,0,0,0,0.538461538461538,0,0.307692307692308,0.153846153846154,0.0769230769230769,0.461538461538462,0.230769230769231,0.230769230769231,0,TRUE,FALSE,FALSE,FALSE
1290,105,1,1,0,0,0,2,0,0,1,2019,Faculdade Álvares de Azevedo,private_for_profit,faculty,17260,3,35,3550308,2,152203.23,0,0,89976.81,214826.83,0,0,0,0,1255015.63,0,1,0,0,0.666666666666667,0,0.666666666666667,0,0,1,0,0,0.266666666666667,0.466666666666667,0.266666666666667,0,0,TRUE,FALSE,FALSE,FALSE
1291,920,4,1,0,0,0,5,0,0,1,2019,FACULDADE DE SANTO ANTONIO DA PLATINA,private_for_profit,faculty,16134,4,41,4124103,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22,0,1,0,0,0,1,0,0,0,0.173913043478261,0.347826086956522,0.478260869565217,0.0869565217391304,0.521739130434783,0.391304347826087,0,0,TRUE,FALSE,FALSE,FALSE
1292,3207,24,6,3,0,0,33,0,0,2,2019,Centro Universitário de Adamantina,special,university_center,15990,3,35,3500105,2,68367685.13,49099.05,0,26352550.32,5306634.69,7107833.03,13950531.12,8854817.79,0,2533702.76,0,0.996240601503759,0,0,0.417293233082707,0.135338345864662,0.0075187969924812,0,0,0.466165413533835,0.199248120300752,0.334586466165414,0.345864661654135,0.345864661654135,0.296992481203008,0.0112781954887218,0,TRUE,FALSE,FALSE,FALSE
1294,14281,34,10,48,0,0,70,22,0.225714285714286,3,2019,Centro Universitário das Américas,private_for_profit,university_center,862,3,35,3550308,2,116207170.33,0,11310726.54,37334333.87,8873522.31,3566627.33,24175836.22,0,0,36117478.08,0.078804347826087,0.915760869565217,0,0,0.14945652173913,0.103260869565217,0.14945652173913,0,0,0.22554347826087,0.103260869565217,0.671195652173913,0.293478260869565,0.516304347826087,0.190217391304348,0,0,TRUE,FALSE,FALSE,FALSE
1295,252,2,2,3,0,0,7,0,0,1,2019,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,private_for_profit,faculty,16464,3,35,3550308,1,973256.1,0,0,278352.2,152014,141329.2,0,0,0,0,0,1,0,0,0,0.923076923076923,0,0,0,0.538461538461538,0.384615384615385,0.0769230769230769,0.0769230769230769,0.692307692307692,0.230769230769231,0,0,TRUE,FALSE,FALSE,FALSE
1296,53,2,0,0,0,0,2,0,0,1,2019,ESCOLA SUPERIOR DE MARKETING,private_nonprofit,faculty,864,2,26,2611606,1,346473,0,0,150923.3,40190.52,77810.7,6790.42,49476.3,5716.5,15565.26,0,0.8,0,0.1,0.1,0.3,0,0,0,0.4,0.4,0.2,0.1,0.3,0.6,0,0,TRUE,FALSE,FALSE,FALSE
1298,5490,9,2,1,0,0,12,0,0,2,2019,Faculdade Estácio de Alagoas - Estácio FAL,private_for_profit,faculty,545,2,27,2704302,1,1229570897.03,0,16485228.64,128428617.52,47668847,45810500.09,150085648.39,0,0,207299413.53,0,1,0,0,0.00862068965517241,0.0258620689655172,0.0258620689655172,0.0258620689655172,0,0.267241379310345,0.293103448275862,0.439655172413793,0.163793103448276,0.551724137931035,0.28448275862069,0,0,TRUE,FALSE,FALSE,FALSE
1299,1203,19,7,1,0,0,27,0,0.13857037037037,1,2019,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,private_nonprofit,faculty,492,3,35,3515509,1,14386529.45,0,459715.78,6372047.03,2545544.96,3084446.23,408893.26,0,0,2150587,0,0.992957746478873,0,0,0,0,0.00704225352112676,0,0,0.147887323943662,0.232394366197183,0.619718309859155,0.147887323943662,0.5,0.352112676056338,0,0,TRUE,FALSE,FALSE,FALSE
1300,464,5,1,0,0,0,6,0,0,1,2019,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,private_nonprofit,faculty,867,3,35,3553708,1,3239329.78,188342.95,396847.22,1193707.27,728312.06,603130.11,0,155352.57,0,1302842.62,0,0.984126984126984,0,0,0,0.206349206349206,0,0,0,0.0634920634920635,0.238095238095238,0.698412698412698,0.333333333333333,0.396825396825397,0.26984126984127,0,0,TRUE,FALSE,FALSE,FALSE
1301,363,2,0,0,0,0,2,0,0,1,2019,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,private_nonprofit,faculty,15826,3,35,3529302,1,2733994,0,0,708298,223673,464970,347575,335108,68356,586014,0,1,0,0,0.481481481481482,0.740740740740741,0.481481481481482,0.037037037037037,0.037037037037037,0,0.62962962962963,0.333333333333333,0.259259259259259,0.592592592592593,0.148148148148148,0,0,TRUE,FALSE,FALSE,FALSE
1302,1698,8,2,1,0,0,11,0,0.2,1,2019,FACULDADE BATISTA BRASILEIRA,private_nonprofit,faculty,869,2,29,2927408,1,5563786,110101.33,422308.7,3489066.72,2854290.07,1933528.89,4365222,0,0,1025135.99,0,0.978260869565217,0,0,1,0.434782608695652,1,0.0434782608695652,0.0652173913043478,0.934782608695652,0,0,0.195652173913043,0.760869565217391,0.0434782608695652,0,0,TRUE,FALSE,FALSE,FALSE
1303,5633,27,13,12,0,0,51,1,0.137647058823529,13,2019,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",federally_owned,federal_institute,16657,5,52,5208707,2,850055,0,0,106139726.54,70759817.7,48902780,58689465.05,8001620.08,912301,0,0.0212389380530973,0.953982300884956,0.00707964601769912,0.113274336283186,0.191150442477876,0.253097345132743,0.231858407079646,0.0176991150442478,0.902654867256637,0.0548672566371681,0.0389380530973451,0.00353982300884956,0.633628318584071,0.313274336283186,0.0424778761061947,0.0106194690265487,0,TRUE,FALSE,FALSE,FALSE
1304,622,1,3,2,0,0,6,0,0.166666666666667,1,2019,FACULDADE DE RIBEIRÃO PIRES,private_nonprofit,faculty,16134,3,35,3543303,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22,0,1,0,0,0.642857142857143,0.0714285714285714,0.607142857142857,0,0,0.142857142857143,0.5,0.357142857142857,0.142857142857143,0.428571428571429,0.428571428571429,0,0,TRUE,FALSE,FALSE,FALSE
1305,878,3,0,1,0,0,4,0,0.1825,1,2019,"FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP",private_for_profit,faculty,14514,5,51,5107909,1,1778479903.74,0,163312686.14,402749803.74,3656481.79,127735617.68,615778363.14,270642956.74,6178334.17,596795160.1,0,0.958333333333333,0,0.0208333333333333,0,0.0416666666666667,0.0208333333333333,0,0,0.479166666666667,0.1875,0.333333333333333,0.395833333333333,0.3125,0.291666666666667,0,0,TRUE,FALSE,FALSE,FALSE
1307,1346,8,1,0,0,0,9,0,0,1,2019,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,private_for_profit,faculty,585,3,35,3516705,1,15117206.26,0,1175744.03,3029272.2,3142471.56,2343877.02,1495897.98,5007850.36,212625.32,0,0,1,0,0,1,0.333333333333333,1,1,0.101449275362319,0,0.898550724637681,0,0.304347826086957,0.521739130434783,0.173913043478261,0,0,TRUE,FALSE,FALSE,FALSE
1308,1408,9,1,3,0,0,13,0,0.2,1,2019,FACULDADE NOVO MILÊNIO,private_for_profit,faculty,14952,3,32,3205200,2,15136382.54,0,20461.62,3810975.1,2052063.52,3249779.49,2654741.69,280666.97,0,32370.58,0,1,0,0,0.220183486238532,0.155963302752294,0.165137614678899,0,0,0.0825688073394496,0.36697247706422,0.55045871559633,0.055045871559633,0.513761467889908,0.431192660550459,0,0,TRUE,FALSE,FALSE,FALSE
1309,65,2,3,5,0,0,10,0,0.2,2,2019,Faculdade Projeção de Taguatinga Norte,private_for_profit,faculty,14955,5,53,5300108,2,175971.83,0,27572.44,17894.95,39685.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
1310,4580,21,3,6,0,0,29,1,0.0813793103448276,2,2019,FACULDADE DE AMERICANA,private_nonprofit,faculty,872,3,35,3501608,2,31740113.68,0,1149098.8,6937084.56,3509032.06,1337089.9,13606415.79,1784847.58,0,604347.46,0.026431718061674,1,0,0,0,0.0837004405286344,0,0,0,0.039647577092511,0.374449339207049,0.585903083700441,0.281938325991189,0.453744493392071,0.26431718061674,0,0,TRUE,FALSE,FALSE,FALSE
1311,475,3,0,2,0,0,4,1,0.1,2,2019,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,private_for_profit,faculty,873,3,35,3550308,1,10513864.44,0,30322.45,2137781.12,2166785.09,2945023.5,5599882.75,18851.89,118000,534298.37,0.432432432432432,1,0,0,0.324324324324324,0.513513513513514,0.027027027027027,0,0,0.324324324324324,0.243243243243243,0.432432432432432,0.189189189189189,0.72972972972973,0.0810810810810811,0,0,TRUE,FALSE,FALSE,FALSE
1312,655,4,0,0,0,0,4,0,0.175,1,2019,FACULDADES INTEGRADAS DE RONDONÓPOLIS,private_for_profit,faculty,16354,5,51,5107602,2,7099730.1,0,3816,719864.86,849665.3,799957.77,1341597.34,0,0,8357.78,0,1,0,0,0.105263157894737,0.842105263157895,0.105263157894737,0.105263157894737,0,0.157894736842105,0.736842105263158,0.105263157894737,0.315789473684211,0.315789473684211,0.368421052631579,0,0,TRUE,FALSE,FALSE,FALSE
1313,2398,4,3,0,0,0,7,0,0,1,2019,FACULDADE DE SUZANO,private_nonprofit,faculty,16134,3,35,3552502,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22,0,0.977777777777778,0,0,0.4,0.533333333333333,0.288888888888889,0.0222222222222222,0,0.0888888888888889,0.666666666666667,0.244444444444444,0.2,0.622222222222222,0.177777777777778,0,0,TRUE,FALSE,FALSE,FALSE
1314,108,2,0,1,0,0,3,0,0,1,2019,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MINAS GERAIS,private_for_profit,faculty,1461,3,31,3136652,2,450586.71,0,1935,122492.04,40337.4,50243.72,200513.17,120934.77,2940.5,388.18,0,1,0,0,0,0.176470588235294,0,0,0.117647058823529,0,0.0588235294117647,0.823529411764706,0.117647058823529,0.764705882352941,0.117647058823529,0,0,TRUE,FALSE,FALSE,FALSE
1317,2630,24,2,0,0,0,26,0,0,2,2019,Centro Universitário Sudoeste Paulista,private_for_profit,university_center,878,3,35,3504503,1,34744175.52,0,0,7150232.09,3126027.01,5601994.95,8621509.39,0,0,2797851.22,0,1,0,0,0.335195530726257,0.167597765363128,0.122905027932961,0.0726256983240224,0.0893854748603352,0.195530726256983,0.486033519553073,0.229050279329609,0.357541899441341,0.441340782122905,0.201117318435754,0,0,TRUE,FALSE,FALSE,FALSE
1318,1605,12,1,2,0,0,15,0,0,1,2019,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,private_for_profit,faculty,879,2,29,2933307,2,13248529.96,0,50111.22,2546049.74,391542.54,1938781.63,614732.06,60273,0,4698535.19,0,1,0,0,0,0,0,0,0,0.36986301369863,0.26027397260274,0.36986301369863,0.123287671232877,0.726027397260274,0.150684931506849,0,0,TRUE,FALSE,FALSE,FALSE
